,shopcode,shopname,shoplat,shoplng
420,r3gc,拿坡里 (台南永康二店 8424),23.03244407,120.22804499
421,a9gk,義料達人 (新莊福樂店),25.04734755,121.45763413
422,olri,澎湖昇冠雞排鹹酥雞店,23.56674404,119.58524382
423,atne,小路食堂,23.4758122,120.4517178
424,tanr,錦茶,24.8241884,121.01454965
425,z5yt,佳典魯肉飯 (泰山店),25.0318878,121.4211458
426,v07e,時壹越河粉,24.1840384,120.61484511
427,qn5v,悟饕池上飯包 (岡山前鋒店),22.796003,120.2869706
428,i3t1,樂活食光,22.9067647,120.2158839
429,mqb6,一凡素食,25.071151,121.36781936
430,calm,賴哥小卷米粉,22.64784495,120.3213224
431,yfga,口福永和豆漿,25.07978605,121.4892968
432,y7u0,川島大阪燒 （中華店）,22.6270852,120.3558239
433,l5ke,慶三號烤肉倉庫早午餐 (台南成大店),22.996061,120.21706525
434,i1qb,天津味早餐專賣店,22.6054796,120.3319837
435,g8ji,天天來肉羹店,24.6851161,120.8642603
436,e4ik,大開口臭臭鍋,25.0829609,121.46845452
437,posy,萬來豬血湯,22.65442011,120.3336283
438,ki59,肯德基KFC漢堡廚房 (台中東海店),24.1819736,120.584242
439,y2bc,蜜蜂咖啡,25.04439573,121.54376289
440,ng1l,古拉爵 (花蓮遠百店),23.97839532,121.59951124
441,lm6f,92度半咖啡 (高雄仁和號),22.70315498,120.34776034
442,hxif,天鍋宴 (新北淡水店),25.1812105,121.4187187
443,ik21,達人嗑鴨,24.1372549,120.6333738
444,d1ks,集客棧麵食館,24.57238695,120.82469125
445,x4b2,來來豆花,24.40756569,120.64361105
446,blms,徐記正宗廣東腸粉,22.6260885,120.3591547
447,fpqy,芳唯燉品屋,24.8301128,121.0046654
448,q7i1,松本鮮奶茶 (三民建興店),22.6433579,120.3272377
449,e439,江記小籠包,25.17766873,121.44281955
450,xec9,西螺鴨膳師 (高雄楠梓店),22.7265952,120.3065789
451,y0aq,燈籠滷味創始總店,25.0246679,121.528615
452,t4ch,小鮮味快炒,25.17878095,121.4493715
453,n19g,三分春色 (左營自由店),22.6670926,120.30912427
454,pylh,川根食堂,24.43380971,118.31733331
455,psvg,享聚餐酒館,24.94309855,121.3745328
456,h9zd,好了啦紅茶冰 (後龍仁德店),24.62078458,120.78014907
457,ld6q,秋香樓 甘蔗茶飲,25.0226333,121.4263617
458,f4dl,STARBUCKS 星巴克 (鳳山光遠門市),22.6262175,120.3571564
459,cs1u,思味飯糰（原先大丸飯糰）,22.7538628,120.3071071
460,v8b2,囍室好吃雞,24.8227914,121.0243738
461,jo7r,古早味麵線麻油雞鍋物,24.1148893,120.6861751
462,e6jq,早安美芝城 (裕農店),22.98864822,120.23659828
463,s3ye,曾師傅小館,22.61282302,120.33743348
464,i8y6,不想上班,24.7928443,120.9748116
465,b7bz,KLG炸雞 (台中靜宜店),24.2263867,120.57419495
466,mcsp,流氓吐司x鍋燒x宵夜專賣店,22.99022276,120.23547626
467,z3aa,亞倫妮早午餐 (昌裕店),22.65287859,120.32925046
468,sh0h,富樂多豬排.義大利麵.鍋燒,22.9617123,120.189396
469,v6mg,芫朗手作早午餐 (永康中正北店),23.04154725,120.24282719
470,emp6,GBT脆皮烤豬 (中和景新店),24.98735206,121.51434871
471,axt4,清原芋圓 (桃園中平店),24.9902948,121.29190922
472,z99h,金牌脆皮臭豆腐 (竹北中正西店),24.84021455,121.0020772
473,x53j,Pizza Hut必勝客披薩專賣店 (台中五權西店),24.1401012,120.6452897
474,mrm3,茶之魔手 (高雄建國店),22.6328293,120.32468795
475,xpdp,香港明煌燒臘快餐 (彰化師大店),24.0834402,120.5565432
476,r6wp,B區3號上允生魚片,24.847919,120.9247733
477,eg1p,清原芋圓 (高雄林園店),22.50392876,120.39344441
478,xzbw,陳家屏東肉圓,22.6941314,120.3321376
479,lumu,Pizza Hut必勝客披薩專賣店 (台中烏日店),24.1063189,120.6214615
480,z4db,Pizza Hut必勝客 (中和景新店),24.99053246,121.51218788
481,jxrm,劉莊水煎包,24.9542001,121.494542
482,rttp,銀座杏子日式豬排 (環球購物中心板橋車站),25.0148695,121.46451703
483,g9a8,貓喝茶茶,24.9116108,121.15082174
484,xe3j,CoCo都可 (銅鑼中正店),24.4882251,120.78739
485,y1th,Louisa 路易莎 (汐止福德店),25.06773155,121.6374158
486,d7fq,東海東山鴨頭,24.1820687,120.59275685
487,k2dl,好滋味蔬食粥麵館,24.15559646,120.6476189
488,b1eu,泰山汕頭火鍋 (高雄興中店),22.61641237,120.3067552
489,d0yg,微笑早餐 (高雄文信店),22.66454791,120.30087938
490,e4im,Q海苔 韓式海苔飯捲,25.03662852,121.4466658
491,z7je,胖老爹美式炸雞 (台中創始總店),24.1790771,120.6423105
492,v9az,麥味登 (霧峰亞洲店),24.05089917,120.68433506
493,c1br,森歐義式早午餐,24.148688,120.6664931
494,ita7,城市漢堡 (頭份和平店),24.6849074,120.9070618
495,ju4z,SOMETIMES 三太柱雞蛋仔 (左營裕誠店),22.66431182,120.31088198
496,gwcv,花喵喵早午餐,23.9882626,121.59623641
497,d7vt,心泰原創泰國料理,25.0299936,121.55049125
498,c7o8,歐浮找餐 (新竹金山店),24.7775152,121.0208342
499,sw6b,漫時光早午餐 (屏東恆春店),22.00334516,120.74441235
500,up62,東市楊桃冰,23.47863229,120.454027
501,d6bc,老宅,24.69120258,120.8795197
502,nvw9,中船金仙便當,25.13793081,121.75132748
503,h4em,京屋カツ咖哩 (雲林虎尾店),23.704873,120.4301662
504,q1lt,傻師傅湯包 (永康復華店),23.0119373,120.2466715
505,s2fk,味道食堂,23.1301229,120.2996803
506,s1c7,奉家 方糰本舖,24.7877847,121.0173725
507,gj0z,滝禾製麵所 (竹北莊敬店),24.8255896,121.0295734
508,b31u,夯仔內麵食館 (台南關廟店),22.9610218,120.3276675
509,d3is,潮味決-麻辣燙 燒滷味 (金門金城店),24.4357998,118.3179531
510,r4a0,蕃茄村早午餐 (岡山岡燕店),22.79196069,120.30236283
511,ycdc,Pizza Hut必勝客 (高雄旗山店),22.88476035,120.4830469
512,s5n1,六丙食堂,24.8815429,121.2926825
513,t3iv,長北傳統蛋餅專賣店,23.0023999,120.2044924
514,hrad,小椪柑の店,24.4910926,120.78813137
515,temf,濟善老麵 (新店小碧潭店),24.9736786,121.5308419
516,de42,炒出名堂 (新莊中平店),25.04335925,121.44507684
517,fjnl,號呆古早味雜菜,22.62978499,120.2856341
518,y5ko,喜得炭火燒三明治 (頭份忠孝店),24.68997861,120.90858045
519,det0,PP cake 露天咖啡,23.9755603,121.609563
520,ywsg,甲八碗米糕油飯 (台中總店),24.14302487,120.68892368
521,gumc,Johnny Bro強尼兄弟健康廚房 (文華高中店),24.16981082,120.6613875
522,nx7b,Subway (新竹台元一店),24.84178466,121.0127588
523,fo57,海口峰 (澎湖六合店),23.574262,119.580888
524,az06,黃家古早味蛋餅 (小港漢民店),22.56691264,120.35315228
525,akh3,早安日和碳烤吐司專門店,25.0796921,121.5789939
526,rtoc,日月欣冰品店,24.14292005,120.6601633
527,eq4s,元爵味黃燜雞米飯 (新竹食品店),24.7979507,120.9778439
528,d1aq,A-bao House (台中平德店),24.18433083,120.6704999
529,gys7,小食麻辣,25.04431709,121.44480449
530,et44,小港豬腳肉燥飯,22.5679879,120.35604554
531,f2wx,真茶帝水餐飲店,24.8222921,121.03046032
532,q3uk,丼食堂,25.0926117,121.47313705
533,mdpj,兩津芙蓉蛋塔 (台中塗城店),24.08942765,120.69898255
534,b6ld,上楓麵店,24.23474695,120.66556865
535,xw1k,一百分鹹水雞 (台中太平店),24.1516103,120.7212242
536,ppku,YOLO's Cafe  (新北永和中興店),25.0122341,121.5183089
537,zraz,早安公雞農場晨食 (向上大新店),24.14497752,120.65185939
538,rrsj,初沅豆漿店 (蘆洲長榮店),25.09246325,121.46033285
539,j4fp,芭比Q東北風味大肉串,25.0689566,121.4852207
540,h6y9,楊彩卿魚丸米粉 (員山總店),24.74651228,121.72847001
541,ucp0,TEA'S原味 (桃園楊梅新農店),24.9129669,121.1678561
542,n91y,龜記茗品 (新莊幸福店),25.0485325,121.4473593
543,ro24,廖老大茶坊連鎖 (新莊民安店),25.02519703,121.42343418
544,tqov,炒飯超人 (台中大里店),24.089427,120.7031727
545,e8pa,峴煮鵝肉,24.5641934,120.8186829
546,il6u,健康美學,25.0646961,121.5224267
547,y6iz,福滿溢黑砂糖剉冰 (新莊中港店),25.04030714,121.45525555
548,rmc2,Morning beauty,25.17728,121.44874975
549,t4ix,食客來海苔飯捲,22.59792915,120.32523703
550,c57g,Pasta Hut義大利麵 (屏東東港店),22.46346339,120.4599444
551,m43s,BOMI 丼飯烏龍販売所,25.18185682,121.44042496
552,b5jr,阿群麵館,22.66965704,120.49849438
553,swe6,老王牛肉麵館,24.15346872,120.68351237
554,xcn4,隨主飡法式水煮專賣 (楊梅店),24.9116422,121.1571616
555,sftd,帆哥鹹粥,22.64875203,120.3042622
556,t8mp,煮給你 (台中霧峰店),24.0631963,120.6968503
557,n43u,早安美芝城 (大學藍田概念店),22.72754,120.2818168
558,mn5g,家後古早味 (新莊萬安店),25.02182016,121.42042544
559,up99,鹿港洪爌肉飯,24.1605984,120.6593945
560,ue9h,漢林鐵板燒 (忠明南路店),24.15592258,120.6590358
561,pget,老王記手工麵線 (台北東區店),25.03947615,121.55407801
562,yejp,金牌麵線 (泰山明志店),25.0470308,121.4268854
563,vye6,梁社漢排骨 (竹北中正西店),24.8408527,121.0003378
564,dlir,三峽老街豬腳飯,24.9345569,121.3702992
565,z2pv,麥當勞 (S471 中和景新店),24.9886293,121.5131562
566,rr9g,Day2night 早睡晚起,24.15087618,120.65912517
567,b8fb,Louisa 路易莎 (宜蘭聖博店),24.6711602,121.77077285
568,p5fy,傻師傅湯包 (汐止龍安店),25.0640502,121.65555712
569,l3cq,焗の飽 (新竹西大店),24.8053359,120.96304933
570,f1yq,開源社香雞排 (內湖東湖店),25.06850105,121.61538285
571,g5qt,春發汕頭乾拌麵,25.0402995,121.5626716
572,p6li,七海生猛海鮮餐廳,25.0788321,121.4646768
573,z52q,朝司暮想 (中壢吉林店),24.9830772,121.2478552
574,zyum,五桐號 WooTEA (鳳山光遠店),22.6256609,120.3616748
575,ae6a,大埔鍋燒意麵,22.672076,120.4833069
576,rpa4,弘爺漢堡 (新園店),22.5418182,120.4600284
577,aons,莊敬小吃店,25.0240058,121.2968929
578,qlqs,chill秋早午餐,23.705045,120.4248028
579,v6jo,STARBUCKS 星巴克 (豐原家樂福門市),24.25189684,120.7066473
580,liwa,浙江飯館,22.58345648,120.31762445
581,koqo,三商巧福 (4218內壢店),24.97340028,121.25276518
582,et6j,馬沙鴨莊 (高雄鳳山店),22.6174277,120.3545664
583,v6f3,麥町吐司工房 (板橋篤行店),24.9859729,121.4279536
584,l2yp,鄉村漢堡 (彰師大店),24.08854021,120.55353407
585,h1gm,青蘿勒義式麵坊,24.8394651,121.00186499
586,enjr,陳記麻辣食堂,25.0422205,121.4248319
587,oyw4,日春木瓜牛奶 (高雄鳳山旗艦店),22.5859792,120.3628269
588,oj81,豆蔣 甜品、舒肥專賣,24.69692631,120.90737641
589,r30u,金點複合式餐飲,22.9756871,120.1897481
590,b4hw,Tea's原味 (虎尾虎中店),23.7110218,120.43546415
591,q8fx,拉亞漢堡 (新竹南寮店),24.84383073,120.93114511
592,y5lf,胖老闆日式鍋燒麵 (桃園大豐店),25.01297393,121.31786535
593,s0kw,悅來涮涮鍋 (新北新莊店),25.045203,121.452476
594,vuhp,就是炸炸物專賣店,22.61605165,120.2980133
595,y9tz,弘爺漢堡 (三重文化北店),25.0683158,121.4980508
596,brct,傳奇18ﾟc冰鎮茶飲店,24.7370988,121.0896517
597,v6xl,福勝亭 (新北幸福店4635),25.0493318,121.4496438
598,l80m,早安姆姆早餐 (高雄憲政店),22.63459403,120.3278667
599,u0hh,STARBUCKS 星巴克 (愛河門市),22.63320979,120.28611437
600,citb,胖老爹美式炸雞 (基隆安樂店),25.1401832,121.7109782
601,w4gl,甘泉魚麵 (台北新生店),25.0390028,121.53259891
602,r4ar,STARBUCKS 星巴克 (米平方門市),24.19207935,120.61155744
603,py82,松本鮮奶茶 (仁武八德西店),22.6869843,120.32938022
604,fihm,泰貓了,24.8058448,120.970115
605,s3ou,屏技早點,22.635862,120.5968132
606,a9he,COMEBUY (基隆廟口店),25.12823494,121.74379667
607,b4mv,給點麵子,23.96938938,121.6042242
608,oj5p,小南門福州傻瓜乾麵,25.03485565,121.5079347
609,kojt,清心福全 (員林三民店),23.9606129,120.5817504
610,swpj,饌食樓,25.1782912,121.4485836
611,f4xb,艾烤客,24.9984892,121.4861817
612,y9y0,TOROTORO好。雞白湯拉麵 (台東更生店),22.7644243,121.1395638
613,hvbe,Pasta Hut義大利麵 (桃園平鎮店),24.95711555,121.20302313
614,u2wt,麥味登 (大葉大學店),23.9844293,120.5891671
615,d5sg,麥當勞 (S453 基隆大武崙店),25.14189911,121.70999908
616,iq6t,荳神綠豆沙 (高雄自強店),22.6168565,120.29769385
617,of9v,A bao (新莊幸福店),25.04986058,121.4484865
618,d7xk,八方雲集 (北投崇仁店),25.1265596,121.5014627
619,b6mh,拉亞漢堡 (小港宏平店),22.57158727,120.3638449
620,wzsl,呷尚宝 (高雄德山店),22.64631885,120.31713458
621,hawh,花田咖哩蛋包飯,22.74687825,120.26163091
622,r8rs,錦記廣東粥,22.6122507,120.348095
623,ao55,瀛冰 咖啡&現萃茶&輕食,23.0421933,120.208539
624,cftd,賀呷鍋燒麵,24.15088599,120.53968932
625,lq7o,小和步朗Peaceful BRUN+FEE,23.9912553,121.6256932
626,g6ky,河馬家飯糰,22.54965609,120.54268033
627,d7bs,八方雲集 (沙鹿沙田店),24.2338642,120.5588368
628,r75m,六合煎餅果子,22.63214638,120.3149863
629,tfos,CooL燒烤串燒,24.8032117,120.9979143
630,h9zy,安南品河粉 (彰化員林旗艦店),23.9675932,120.57374357
631,h7p5,早安有喜 (高雄經武店),22.6275128,120.3621783
632,y7yd,Louisa 路易莎 (中壢南園店),24.97169985,121.2337717
633,cp4v,無油無慮低Gi弁當 (大埔台積店),24.70575675,120.9009954
634,wm11,風鳥堂 (高雄大社總店),22.7314434,120.34887322
635,oqbb,春上布丁蛋糕 (桃園高鐵店),25.01324829,121.21462982
636,n7ph,cama café (台北石牌店),25.1156273,121.5160009
637,cmmm,借問酸辣粉 外送店,24.81468565,121.03595974
638,skbr,豐原排骨麵,25.0916661,121.4742134
639,i4os,迎楓廚房,25.0778073,121.3901472
640,y2h3,Magic 義式創意廚坊,22.621643,120.319591
641,s4vk,大溪香腸哥,24.894975,121.2766083
642,fu2m,大橋麵線,23.0186907,120.2271419
643,z9fe,Pizza Hut必勝客 (頭份中華店),24.6887971,120.91175872
644,z8ee,Pizza Hut必勝客 (竹北六家店),24.812043,121.0253597
645,xwo0,金正好吃(台灣小吃頭份建國店),24.69649236,120.9087281
646,eofz,仙本海南雞飯 (基隆中正店),25.1510556,121.7723715
647,ywnb,蔬福麵線糊,22.64370225,120.2979316
648,dwkn,寶袋大腸麵線,25.1965732,121.43770615
649,pgxk,泰杜咖哩/河粉Thaido (愛河鹽埕店),22.6317266,120.2845503
650,b0on,麥町吐司工房 (土城裕民店),24.98602945,121.4506455
651,u0uq,店長料理,24.71008486,120.92395545
652,b6yr,老同學灶咖,23.0406184,120.2381026
653,sqa6,銀座杏子日式豬排 (宏匯廣場店),25.05952698,121.4497864
654,cbfs,餓次方原汁排骨湯,25.06940097,121.49125844
655,psfd,迴手作茶飲 (苓雅興中店),22.6161716,120.3055321
656,ex9x,濰克早午餐 (墾丁店),21.9683001,120.7569287
657,lhnc,小梅台越美食,25.0240429,121.41880315
658,e6bq,一路甄香,25.14969124,121.7275655
659,l3vc,50嵐 (虎尾林森店),23.7112155,120.435453
660,fs8m,藝鍋物 (鳳山自由店),22.6258858,120.3543707
661,eekm,享吃飯飯,24.9620904,121.22764207
662,yb9c,蘇氏や_日式丼飯 壽司,24.1754547,120.7223406
663,tr17,職心食堂關東煮,25.0449199,121.1396949
664,a9nc,老賴茶棧 (竹北正西店),24.84027192,121.0018498
665,brpl,微豆豆花 (台中靜宜店),24.22681512,120.57523405
666,omkz,(崇誨市場)魁虱目魚粥,22.98849433,120.22542193
667,wv0d,滾鍋啦,24.82468821,121.01400844
668,n2dt,老王炸烤 (新北蘆洲店),25.08162427,121.4761734
669,zjeq,大昌排骨飯,24.1735362,120.64465875
670,m0wm,Chatime(台北天成店),25.04606039,121.51857975
671,g930,麵物語小館,25.14505174,121.39863457
672,k2zq,早安山丘 (台南東橋店),23.0210963,120.2356535
673,dout,Mi飯糰,22.6251252,120.3678145
674,z6xt,拉亞漢堡 (苗栗竹南中山店),24.68639946,120.87999725
675,w5eb,仙草達人,25.05571939,121.60730871
676,hzpw,粉櫻甜心圈 (現烤甜甜圈),24.11062578,120.52935897
677,g6uv,正味早午餐 (高雄小港店),22.5656714,120.3661801
678,vx6k,口福虱目魚肉燥飯,23.0231738,120.2159822
679,uqef,58讚美味小火鍋&定食便當,23.96375428,120.59968532
680,d0nt,Gaomei高美脆皮手扒雞 (高美創始店),24.30965755,120.55006
681,e9nj,馬大哈哈味麻辣食堂,24.17819624,120.64173305
682,ir9w,拿坡里 (苗栗店8231),24.55918963,120.82139627
683,zifq,Pasta Hut義大利麵 (高雄橋頭店),22.7585517,120.3053869
684,z12k,塔吉特 (環球購物中心高雄左營),22.68763771,120.3070873
685,elz1,添好運 (竹北遠百店),24.82300624,121.02404121
686,vr7t,碳厚囍碳烤早餐店,24.9988857,121.4305501
687,clr5,泰飽爺-泰式平價料理 (竹北勝利店),24.8231517,121.02507332
688,d6sn,大呼過癮 (新北泰山店),25.0653637,121.43358384
689,d6kp,淳手作圓仔湯,25.17679018,121.44260185
690,x4u9,試試茶,25.0400139,121.5529828
691,ctwe,酸吼酸菜魚,25.05053575,121.4581079
692,z7ni,肯德基KFC炸雞漢堡店 (基隆忠二店),25.12997245,121.74027365
693,y22z,騰之雞排專門店 (桃園中壢店),24.9712505,121.2354346
694,j8z4,先喝道 (左營高鐵店),22.68590225,120.30871105
695,w9te,紅坊義式廚房,25.0182917,121.4601611
696,mlsm,午味雜晨 (鳳山大東店),22.622874,120.361535
697,s4cr,141早午食,24.09338115,120.70034545
698,nvnf,紅茶巴士 (台中逢甲店),24.18235974,120.64633367
699,y6lc,新店波特曼 (新莊店),25.04932599,121.4661234
700,y0jq,ALICE愛麗絲來找茶,24.9828685,121.50849084
701,vsi8,心喜手工茶 (鳳山鳳甲店),22.59640575,120.34410346
702,b666,肯德基KFC甜點專賣店 (台南中華西店),22.99287219,120.18685106
703,sc5v,甲哩欸碗粿,24.14963385,120.65512295
704,m7uu,白巷子(斗六中山店),23.7005255,120.53823693
705,jukt,康丼,25.0505618,121.57695973
706,s0n0,飯糰霸韓式海苔飯卷,25.17754535,121.4499153
707,hpq7,天九牛肉麵,25.0146939,121.42597099
708,e6tq,一三食,24.11520005,120.4914579
709,gkgg,可不可熟成紅茶 (雲林虎尾店),23.70284928,120.4274572
710,y2oe,繼光香香雞 (新竹西大店),24.8026483,120.9651898
711,gs02,呷飽盒 (新營中正店),23.31188291,120.31673574
712,t0vs,伽立略食驗室光影食趣 (新莊店),25.05655896,121.44704405
713,h3fg,馬蔥餅 (豐原府前店),24.24927018,120.71538165
714,roix,燒瓶子大肆の鍋 (台中南屯店),24.1455233,120.6328157
715,yjlr,晨間廚房 (楊梅楊新店),24.912748,121.151782
716,chqv,小江南牛肉麵,23.7040202,120.4292198
717,fnr3,神餃色 (桃園龍潭店),24.8651454,121.2134679
718,m0tm,鬼匠拉麵 (台中東海店),24.18057245,120.58364457
719,ac66,西安涼皮,23.13023625,120.296092
720,f5qt,Move．幕府,22.62068137,120.29411415
721,zi39,戰鬥雞-油雞/醉雞 輕食 (台中精誠店),24.15263,120.65512221
722,g0zy,呷喀煙燻滷味 (新莊雙鳳店),25.02699478,121.41654474
723,rmge,伍饌道車輪餅 (永春店),25.04326467,121.5774044
724,jfrt,金厲害鍋燒意麵 肉圓 大腸麵線,25.0672215,121.6157485
725,q6rr,伍饌道車輪餅,24.9753092,121.5405377
726,d4zc,老上海臭臭鍋 (德祥店),22.72657937,120.3082344
727,xkmf,黑沃咖啡 (淡水新市店),25.1843301,121.44431838
728,bi39,范包子,25.1286712,121.7526767
729,qljj,拾慕茶冰沙茶飲,23.0097616,120.2161141
730,qn0e,可不可熟成紅茶 (天母德行東店),25.1081672,121.530011
731,e0vw,赤崁嫩骨飯,22.6268827,120.2926943
732,wxcj,賴記生炒鴨肉羹,25.1718459,121.4474968
733,p5ac,太祖魷魚羹 (台中大進店),24.1517309,120.6512468
734,jnrj,Pizza Hut必勝客披薩專賣店 (花蓮中山店),23.98630398,121.6021542
735,v3sh,魯夫滷味 (索隆霧峰店),24.065264,120.6968758
736,u9lr,TEATOP 第一味 (苑裡新興店),24.44048455,120.65287095
737,am78,胖老爹美式炸雞 (新莊中榮店),25.05284729,121.44478231
738,e4p3,農粹,25.0329775,121.5445804
739,y0qg,YOURDAY悠家 鮮果特調茶飲專賣(台中大業店),24.1535772,120.651716
740,smwx,水果饗宴,25.0853697,121.4736572
741,yyk5,阿宏師涼麵嘉義雞肉飯 (三重天台店),25.06220235,121.49765373
742,ph45,元氣早午餐 (燕巢角宿店),22.76953325,120.3597636
